22	Kentucky	SEC	12-3	+19.32	112.8	43	93.4	17	70.5	128	+.029	106	+5.79	29	107.0	34	101.2	31	+3.22	86
23	TCU	B12	13-2	+18.90	118.1	10	99.2	84	70.8	114	+.024	121	+3.32	68	107.7	23	104.4	218	-0.84	198
24	Florida St.	ACC	12-3	+18.87	113.2	38	94.3	23	73.6	32	-.042	276	+0.15	177	103.2	222	103.1	130	-5.58	322
25	Miami FL	ACC	13-2	+18.62	108.0	95	89.4	7	69.5	184	+.021	130	+0.75	157	104.0	176	103.2	137	-1.95	245
26	Texas A&M	SEC	11-4	+18.61	108.7	80	90.1	8	69.6	169	-.007	204	+5.63	31	108.2	11	102.6	98	+3.40	82
27	Saint Mary's	WCC	15-2	+18.53	121.3	3	102.7	146	64.1	346	-.064	305	-3.27	286	101.4	308	104.7	237	-3.66	288
28	Auburn	SEC	14-1	+18.53	116.1	19	97.6	56	74.0	26	+.044	87	+0.98	146	105.0	107	104.0	196	-1.72	237
29	Arkansas	SEC	11-4	+18.45	116.9	16	98.5	69	73.4	37	+.005	171	+6.28	19	107.9	14	101.7	47	+2.80	95
30	Florida	SEC	11-4	+18.30	115.8	22	97.5	53	69.9	156	+.004	172	+6.10	22	107.6	25	101.5	40	+2.81	94
31	Nevada	MWC	15-3	+18.09	117.9	12	99.8	93	70.0	154	-.055	287	+2.90	87	104.3	154	101.4	39	+3.47	78
32	Michigan	B10	14-3	+18.00	112.3	46	94.3	22	64.3	343	+.021	134	+0.39	168	104.4	150	104.0	194	-3.72	290
33	Ohio St.	B10	13-4	+17.89	113.2	39	95.3	31	69.9	158	+.025	119	+4.68	40	106.6	46	101.9	55	+0.47	159
34	SMU	Amer	12-5	+17.35	112.7	44	95.3	32	66.5	311	-.065	306	-0.86	217	102.6	260	103.4	151	-3.17	277
35	Maryland	B10	14-4	+17.03	113.4	34	96.4	45	67.9	252	+.028	112	+1.89	115	104.6	140	102.7	107	-4.13	297
36	Baylor	B12	11-4	+16.80	112.4	45	95.6	36	65.9	332	-.010	211	+0.76	155	104.6	138	103.9	179	-5.28	319
37	Texas	B12	10-5	+16.51	104.9	145	88.4	5	68.0	246	-.050	283	+7.00	11	107.8	19	100.8	17	+3.41	80
38	Butler	BE	12-5	+15.72	113.7	33	98.0	63	69.2	201	+.028	113	+6.38	18	107.2	29	100.8	18	+1.33	135
39	Rhode Island	A10	11-3	+15.64	110.3	60	94.6	28	70.7	120	+.013	151	+2.68	93	105.5	83	102.9	121	+4.72	49
40	Louisville	ACC	11-4	+15.59	108.4	87	92.8	15	71.0	107	+.010	160	-0.27	191	104.2	168	104.4	220	-1.58	230
41	Penn St.	B10	12-5	+15.42	108.7	82	93.3	16	71.4	88	-.084	321	-0.96	220	103.8	188	104.7	246	-4.75	307
42	Houston	Amer	12-3	+15.15	113.4	36	98.2	66	70.1	147	+.011	159	+0.20	173	104.0	178	103.8	174	-1.39	216
43	Kansas St.	B12	11-4	+14.66	113.7	32	99.1	77	66.1	324	-.023	241	-1.00	222	104.2	159	105.3	280	-6.36	330
44	Missouri	SEC	11-4	+14.65	115.8	21	101.2	115	66.4	314	-.029	252	+2.93	83	104.0	180	101.0	28	+0.63	155
45	Marquette	BE	11-5	+14.27	117.8	14	103.5	165	71.0	108	+.008	166	+5.30	33	107.9	16	102.6	97	+0.78	150
46	UCLA	P12	12-4	+13.92	114.1	28	100.1	102	73.4	35	+.032	102	+2.46	96	104.3	158	101.8	53	+2.77	97
47	USC	P12	11-6	+13.89	115.9	20	102.0	131	70.4	134	-.041	274	+3.06	74	105.6	78	102.6	91	+3.53	76
48	Minnesota	B10	13-4	+13.74	111.8	49	98.1	65	72.2	62	-.010	210	-1.11	223	102.9	242	104.0	192	-3.41	283
49	Virginia Tech	ACC	12-4	+13.70	112.8	41	99.1	81	72.5	52	-.005	201	-4.57	320	101.3	311	105.9	302	-8.07	339
50	Syracuse	ACC	12-4	+13.70	105.9	127	92.2	11	64.2	345	-.006	202	+2.99	79	107.4	27	104.4	217	+0.59	156
51	Georgia	SEC	11-3	+12.88	107.2	107	94.3	24	67.4	275	+.029	110	+2.50	94	106.7	41	104.2	207	-0.34	184
52	San Diego St.	MWC	10-4	+12.83	107.4	103	94.6	27	71.3	93	-.019	228	+2.17	107	104.1	169	102.0	56	+1.58	127
53	Alabama	SEC	9-6	+12.81	108.2	92	95.4	34	71.8	75	-.005	199	+7.56	8	106.2	60	98.7	4	+5.44	43
54	Boise St.	MWC	13-3	+12.72	106.6	117	93.9	19	70.2	140	+.041	92	-0.72	212	103.6	195	104.3	212	-2.40	256
55	Oklahoma St.	B12	11-4	+12.55	109.9	66	97.3	52	71.8	72	+.026	116	-0.58	209	103.6	194	104.2	203	-4.97	312
56	Utah	P12	10-5	+11.87	110.1	62	98.3	68	68.9	211	+.014	148	+4.46	47	107.0	31	102.6	93	-0.20	182
57	Providence	BE	11-6	+11.65	110.7	56	99.1	78	68.7	221	+.019	140	+4.40	48	106.4	54	102.0	58	+0.39	163
58	Western Kentucky	CUSA	11-5	+11.38	111.7	50	100.3	107	70.7	119	-.074	316	+3.15	73	105.5	84	102.4	76	+4.75	48
59	St. Bonaventure	A10	11-4	+11.19	108.4	85	97.3	51	70.9	111	+.021	135	+2.01	111	106.0	71	104.0	188	+1.31	137
60	BYU	WCC	13-4	+11.11	108.1	93	97.0	49	67.8	254	+.017	143	-0.33	194	104.5	145	104.8	252	-0.98	200
61	East Tennessee St.	SC	12-4	+10.86	108.4	88	97.5	55	69.1	208	-.002	186	+0.56	161	105.4	93	104.8	251	+0.57	158
62	Missouri St.	MVC	13-4	+10.86	108.0	96	97.2	50	66.2	317	-.057	292	-0.35	196	102.3	272	102.7	103	-1.61	232
63	Middle Tennessee	CUSA	11-4	+10.73	108.4	86	97.6	57	68.4	232	+.029	109	+6.84	13	107.8	18	100.9	23	+8.47	14
64	Oregon	P12	11-5	+10.67	109.9	68	99.2	85	69.5	177	-.032	259	-1.72	244	103.0	237	104.7	238	-3.68	289
65	UCF	Amer	12-4	+10.64	98.7	268	88.1	4	66.8	299	+.064	58	-0.57	207	104.2	166	104.7	247	-1.46	224
66	Old Dominion	CUSA	12-3	+10.45	106.8	112	96.4	44	65.3	336	+.017	144	-3.30	289	102.3	275	105.6	290	-2.42	258
67	Mississippi St.	SEC	13-2	+10.34	104.7	149	94.4	25	69.8	163	+.071	51	-6.27	337	100.6	333	106.8	327	-9.68	345
68	LSU	SEC	10-4	+10.31	114.2	27	103.9	178	69.8	160	+.053	73	+0.29	170	105.4	88	105.1	268	-3.42	285
69	New Mexico St.	WAC	13-3	+10.17	106.5	120	96.3	43	68.5	230	+.081	43	+1.87	116	104.3	156	102.4	80	+3.41	81
70	Northern Kentucky	Horz	11-5	+10.14	108.4	89	98.2	67	69.1	206	-.094	329	-0.15	189	104.3	153	104.5	224	+2.60	101
71	Northwestern	B10	10-7	+10.02	110.1	63	100.1	100	66.6	308	-.013	218	+4.56	43	105.0	109	100.4	10	+0.68	153
72	St. John's	BE	10-6	+10.02	106.4	122	96.3	42	71.5	86	+.007	167	+5.82	28	106.6	49	100.8	16	+2.56	103
73	Boston College	ACC	11-5	+10.02	108.8	79	98.8	74	69.8	161	+.005	170	+0.38	169	104.1	171	103.7	165	-6.19	327
74	South Carolina	SEC	10-5	+10.01	103.5	174	93.5	18	70.9	113	+.003	178	+2.37	99	105.5	85	103.1	131	+0.58	157
75	Wake Forest	ACC	8-7	+9.76	112.8	42	103.1	155	69.7	166	-.094	328	+3.03	75	104.8	123	101.8	52	-0.14	180
76	Vermont	AE	11-5	+9.74	113.8	31	104.0	181	65.2	337	-.030	255	+3.58	63	106.3	59	102.7	104	+5.64	39
77	Wisconsin	B10	9-8	+9.66	109.1	76	99.4	88	63.7	348	-.069	310	+3.52	64	106.1	65	102.6	100	+0.24	169
78	North Carolina St.	ACC	11-5	+9.48	111.6	51	102.1	133	72.5	53	-.003	189	-2.96	280	101.8	295	104.8	248	-9.54	344
79	Murray St.	OVC	12-3	+8.68	111.9	48	103.2	160	68.3	240	-.036	263	-6.09	336	100.9	324	107.0	333	-1.40	217
80	South Dakota St.	Sum	14-5	+8.66	114.0	30	105.4	207	70.6	126	+.065	57	+3.65	60	105.8	74	102.2	67	+4.04	61
81	Nebraska	B10	11-6	+8.56	107.3	106	98.7	73	69.5	178	+.057	69	+3.01	78	105.4	92	102.4	75	-3.39	281
82	Louisiana Lafayette	SB	14-3	+8.49	111.1	53	102.6	142	71.2	100	+.103	24	-2.56	266	102.6	259	105.1	267	-0.71	196
83	UNLV	MWC	12-4	+8.42	110.2	61	101.8	127	75.1	11	-.041	273	-4.30	315	101.4	309	105.7	294	-5.41	320
84	Vanderbilt	SEC	6-9	+8.36	108.1	94	99.7	91	67.6	265	-.128	344	+7.01	10	107.9	15	100.9	21	+4.23	59
85	Temple	Amer	7-8	+8.19	109.5	72	101.4	118	67.4	273	+.029	108	+10.76	3	108.0	12	97.2	2	+9.59	10
86	Mississippi	SEC	9-6	+7.97	110.8	55	102.8	148	70.6	127	-.038	268	+0.69	159	103.0	235	102.3	72	-1.67	233
87	Illinois	B10	10-7	+7.78	104.3	158	96.6	47	72.9	45	-.085	322	+2.71	91	105.5	86	102.8	112	-2.84	268
88	Iowa	B10	9-9	+7.77	110.3	58	102.6	141	72.0	69	-.113	339	+1.78	118	106.1	69	104.3	214	-4.60	303
89	Fresno St.	MWC	12-5	+7.70	109.9	67	102.2	135	67.8	258	-.061	301	-3.58	295	102.1	284	105.7	295	-5.86	323
90	South Dakota	Sum	14-5	+7.44	106.8	111	99.4	87	71.7	79	-.074	317	-4.22	312	102.1	286	106.3	314	-2.53	262
91	Indiana	B10	9-7	+7.12	110.0	65	102.8	150	67.7	260	+.004	175	+3.02	77	106.1	66	103.1	132	-2.24	252
92	UAB	CUSA	11-5	+6.99	110.5	57	103.5	166	66.9	296	-.105	335	-5.54	330	99.9	344	105.4	286	-7.22	336
93	Belmont	OVC	11-6	+6.85	109.0	78	102.1	134	67.7	261	-.036	264	+0.20	174	104.7	129	104.5	227	+2.21	111
94	VCU	A10	10-6	+6.73	108.3	91	101.5	123	71.4	89	+.013	154	+1.39	132	104.3	157	102.9	123	+1.22	141
95	DePaul	BE	8-8	+6.68	106.8	114	100.1	99	71.3	97	-.096	331	+2.34	101	104.9	117	102.6	96	-3.91	295
96	Buffalo	MAC	10-5	+6.62	110.0	64	103.4	163	74.5	18	+.060	64	+4.08	54	106.2	63	102.1	62	+4.52	51
97	Davidson	A10	7-7	+6.45	110.3	59	103.9	175	67.9	250	-.101	333	+0.28	171	102.8	247	102.5	85	+1.38	133
98	Montana	BSky	11-5	+6.34	106.3	123	100.0	96	70.2	139	-.053	284	-2.08	254	102.2	276	104.3	215	+1.94	119
99	Loyola Chicago	MVC	12-4	+6.33	105.6	131	99.3	86	66.6	309	+.075	47	-3.40	290	100.3	338	103.7	164	-6.35	329
100	Georgetown	BE	11-4	+6.19	106.2	125	100.0	97	72.4	55	-.011	215	-9.52	349	98.4	348	108.0	347	-17.59	351
101	Grand Canyon	WAC	11-5	+6.15	100.6	229	94.4	26	69.7	167	-.075	319	-9.37	348	96.9	350	106.3	313	-10.37	346
102	UT Arlington	SB	11-6	+6.02	105.2	140	99.1	82	74.4	20	-.040	271	-1.38	233	103.2	224	104.6	231	-0.71	197
103	Furman	SC	12-4	+6.00	106.3	124	100.3	104	69.7	165	+.080	44	-2.79	277	104.2	165	107.0	331	+0.03	173
104	Iowa St.	B12	9-5	+5.82	108.7	83	102.9	151	70.5	130	+.059	65	-0.13	188	103.2	225	103.3	141	-4.38	301
105	San Diego	WCC	12-4	+5.80	101.8	208	96.0	39	68.9	215	-.014	219	-2.42	263	101.2	316	103.6	158	-2.61	264
106	Wyoming	MWC	11-5	+5.77	103.6	173	97.8	58	74.6	17	+.130	15	+3.47	66	105.7	77	102.2	70	+0.89	147
107	Bucknell	Pat	8-8	+5.66	110.9	54	105.3	206	73.7	31	-.026	246	+4.10	53	106.3	57	102.2	68	+7.08	27
108	Georgia Southern	SB	12-5	+5.34	107.3	105	102.0	129	69.1	205	+.007	169	-1.51	238	101.3	310	102.8	119	+0.26	168
109	Washington	P12	12-4	+5.32	106.8	113	101.5	121	71.5	87	+.179	1	+2.17	106	106.6	44	104.5	223	-1.32	211
110	Towson	CAA	12-5	+5.20	104.7	148	99.5	90	68.3	237	-.020	230	-0.68	211	103.5	196	104.2	206	-0.58	192
111	Mercer	SC	7-8	+4.96	114.0	29	109.1	276	66.1	323	-.185	351	+2.71	92	103.4	206	100.7	14	+1.25	139
112	Colorado	P12	10-6	+4.89	103.5	176	98.6	71	71.1	106	+.096	32	+3.34	67	107.6	24	104.3	211	-0.60	193
113	Oregon St.	P12	10-5	+4.62	106.9	110	102.3	136	67.3	280	-.066	307	-5.88	335	101.0	322	106.9	328	-8.52	342
114	Georgia Tech	ACC	8-7	+4.61	102.5	194	97.9	61	65.9	327	-.068	309	-2.29	259	101.9	293	104.2	205	-5.91	325
115	Northeastern	CAA	10-6	+4.57	105.7	128	101.2	114	67.3	276	+.025	118	+0.84	151	105.4	89	104.6	232	+3.68	70
116	Utah Valley	WAC	12-5	+4.38	109.6	70	105.2	203	69.7	168	+.053	77	-0.96	221	102.4	267	103.4	150	-0.11	178
117	Stanford	P12	8-8	+4.36	104.6	151	100.2	103	70.1	142	+.012	156	+2.87	88	106.6	52	103.7	166	+2.62	100
118	UNC Greensboro	SC	11-4	+4.30	103.4	181	99.1	79	66.5	313	+.004	176	-3.28	287	102.8	248	106.0	306	-1.97	246
119	UC Santa Barbara	BW	12-4	+4.23	109.7	69	105.5	210	69.5	181	+.066	56	-0.43	199	102.9	238	103.4	148	+1.16	143
120	Iona	MAAC	9-7	+4.18	109.0	77	104.8	200	71.5	82	-.017	225	+1.67	124	104.6	135	103.0	126	+3.33	83
121	Tulsa	Amer	10-6	+4.14	106.6	116	102.5	139	68.5	227	+.014	149	-1.13	225	103.3	211	104.5	222	-1.05	203
122	Bradley	MVC	12-5	+4.08	99.4	250	95.3	33	68.3	234	+.073	49	-2.27	258	103.1	231	105.4	282	-3.88	293
123	Rutgers	B10	11-6	+4.01	99.2	255	95.2	30	68.8	216	-.015	221	-5.84	332	100.2	339	106.1	307	-13.00	348
124	Lipscomb	ASun	11-5	+3.98	101.4	212	97.5	54	76.0	8	+.150	13	+4.58	42	104.9	115	100.4	9	+6.10	33
125	Tulane	Amer	11-4	+3.97	104.7	147	100.8	111	71.2	101	+.093	34	-3.21	284	101.1	320	104.3	210	-6.52	334
126	Rider	MAAC	10-6	+3.91	109.3	74	105.4	209	73.9	28	-.002	187	-0.34	195	103.5	200	103.8	175	-0.05	176
127	Saint Joseph's	A10	7-7	+3.72	105.7	129	102.0	130	72.3	61	+.032	101	+2.34	102	104.8	124	102.5	83	+1.81	123
128	College of Charleston	CAA	11-5	+3.56	104.9	144	101.3	117	67.0	294	+.016	147	-3.66	299	101.6	302	105.2	277	-4.91	308
129	Princeton	Ivy	7-8	+3.55	107.8	101	104.2	184	65.5	335	-.008	208	+3.58	62	105.2	98	101.6	45	+3.22	85
130	Idaho	BSky	10-6	+3.40	103.4	180	100.0	98	67.8	257	-.058	295	-3.07	282	101.8	294	104.9	256	-2.63	265
131	Louisiana Tech	CUSA	10-7	+3.37	108.0	97	104.6	195	68.8	218	-.090	326	-1.80	248	102.7	250	104.5	225	-2.89	270
132	Oakland	Horz	9-8	+3.34	109.6	71	106.3	224	74.6	16	+.021	133	+1.30	133	104.0	174	102.7	106	+2.39	109
133	Jacksonville St.	OVC	12-5	+3.22	104.4	157	101.1	113	67.3	279	-.064	304	-8.08	347	100.0	343	108.1	349	-8.89	343
134	La Salle	A10	7-9	+3.21	105.1	141	101.9	128	68.9	212	-.049	279	+4.08	55	105.8	75	101.7	50	+3.84	66
135	Utah St.	MWC	10-7	+3.20	106.5	119	103.3	161	68.1	243	-.005	200	+0.97	147	103.7	189	102.8	114	-0.44	186
136	Stephen F. Austin	Slnd	13-3	+3.19	101.8	209	98.6	70	72.1	64	+.026	115	-4.32	316	101.6	300	105.9	304	-2.41	257
137	Portland St.	BSky	11-5	+3.10	108.6	84	105.5	211	77.0	5	+.059	67	+3.19	72	106.2	62	103.0	127	+3.57	74
138	San Francisco	WCC	10-7	+3.09	101.1	220	98.0	62	68.3	239	+.000	182	-0.52	204	105.0	108	105.5	288	-1.08	205
139	Northern Iowa	MVC	8-8	+3.01	99.1	258	96.1	40	62.9	350	-.059	297	+6.65	16	107.7	21	101.1	29	+7.10	26
140	Florida Gulf Coast	ASun	10-8	+2.87	109.2	75	106.3	225	71.2	102	-.120	340	-1.71	243	102.0	288	103.7	170	-0.45	188
141	Dayton	A10	7-8	+2.85	105.2	137	102.4	138	67.1	286	-.037	266	+1.86	117	105.1	100	103.3	138	+1.66	126
142	North Dakota St.	Sum	9-7	+2.79	104.1	162	101.3	116	67.6	267	-.003	188	+4.59	41	107.1	30	102.5	89	+3.82	67
143	William & Mary	CAA	11-4	+2.76	113.4	35	110.6	302	71.2	103	+.178	2	+1.16	139	104.7	132	103.5	157	+3.58	73
144	Ball St.	MAC	10-5	+2.72	106.5	118	103.8	173	70.8	116	+.100	28	-0.54	206	104.4	151	104.9	258	-0.15	181
145	Georgia St.	SB	11-6	+2.46	103.5	179	101.0	112	67.6	266	-.022	237	-2.63	271	101.2	314	103.9	180	-1.44	222
146	Connecticut	Amer	8-7	+2.44	101.9	206	99.5	89	69.2	198	+.107	19	+4.36	49	106.4	55	102.0	59	+4.38	54
147	UC Davis	BW	10-5	+2.42	101.1	219	98.7	72	66.7	304	+.055	71	+2.34	103	105.1	101	102.7	110	+3.22	87
148	Penn	Ivy	10-5	+2.40	103.9	164	101.5	122	70.1	145	+.042	89	-2.60	268	102.8	245	105.4	283	-2.67	266
149	Evansville	MVC	11-6	+2.22	101.1	217	98.9	75	64.9	340	+.098	30	-1.27	230	104.2	160	105.5	289	-3.23	280
150	Southern Illinois	MVC	10-7	+2.16	103.8	166	101.6	125	69.3	195	-.000	183	-1.79	247	102.5	263	104.3	213	-3.41	284
151	Albany	AE	12-5	+2.00	107.9	99	105.9	219	67.0	290	-.004	192	-4.91	323	102.2	278	107.1	337	-4.36	300
152	Radford	BSth	10-6	+1.73	104.8	146	103.1	158	65.9	331	+.068	52	+1.68	123	104.6	136	103.0	125	+4.79	47
153	Valparaiso	MVC	10-7	+1.53	100.7	226	99.2	83	71.8	76	+.022	126	+0.10	180	104.0	173	103.9	185	-1.72	236
154	New Mexico	MWC	7-10	+1.46	104.5	156	103.0	153	72.3	58	-.137	345	+2.15	110	104.6	142	102.4	79	+2.18	113
155	Illinois St.	MVC	9-7	+1.46	104.1	161	102.6	143	71.3	94	+.153	10	+5.38	32	106.1	68	100.7	15	+6.10	34
156	Toledo	MAC	9-6	+1.21	109.4	73	108.2	264	69.6	170	+.042	90	-0.92	218	103.9	183	104.8	253	-1.18	208
157	Liberty	BSth	11-5	+1.18	100.3	231	99.1	80	65.1	338	-.081	320	-7.60	345	101.1	317	108.7	351	-5.24	318
158	Drake	MVC	10-7	+1.08	107.4	104	106.3	227	67.6	263	+.039	94	+1.44	131	104.9	118	103.5	153	+1.20	142
159	Northern Colorado	BSky	11-6	+1.01	103.5	175	102.5	140	72.0	65	+.032	103	+1.03	145	103.9	181	102.9	122	+1.09	145
160	Fort Wayne	Sum	12-7	+1.01	104.1	160	103.1	157	74.4	22	-.017	224	-1.30	232	103.4	204	104.7	245	-1.39	215
161	Marshall	CUSA	11-5	+0.83	107.5	102	106.7	234	77.2	4	+.050	79	-4.28	314	102.8	243	107.1	336	-5.17	317
162	Duquesne	A10	12-4	+0.81	103.7	169	102.9	152	66.3	315	+.004	173	-12.19	351	96.3	351	108.5	350	-14.26	349
163	Monmouth	MAAC	5-10	+0.76	102.8	189	102.0	132	70.7	118	-.063	303	+4.35	50	106.7	39	102.4	77	+6.59	30
164	Wofford	SC	10-5	+0.75	108.7	81	107.9	257	66.5	310	+.087	39	+1.16	138	103.5	197	102.3	73	+5.19	44
165	Massachusetts	A10	8-8	+0.53	103.7	170	103.1	159	67.3	277	-.050	282	-1.12	224	102.8	244	103.9	187	-2.49	260
166	Washington St.	P12	8-7	+0.49	105.0	142	104.5	193	70.6	122	+.020	138	+1.60	125	105.6	80	104.0	189	-1.43	220
167	Wright St.	Horz	12-5	+0.42	96.6	297	96.2	41	70.0	153	+.113	17	-1.40	234	103.2	219	104.6	235	+0.66	154
168	Indiana St.	MVC	7-9	+0.38	100.3	236	99.9	94	70.8	117	-.122	342	+2.17	105	104.9	120	102.7	109	+2.02	118
169	Central Michigan	MAC	12-3	+0.02	103.1	185	103.1	156	67.7	259	+.053	76	-7.26	344	100.0	342	107.3	340	-8.32	341
170	Hofstra	CAA	9-7	-0.11	107.8	100	107.9	255	70.4	131	+.135	14	+2.91	84	106.3	58	103.4	149	+4.07	60
171	Ohio	MAC	8-6	-0.15	102.7	193	102.8	149	73.0	44	-.011	212	-2.15	255	102.5	266	104.6	234	-1.89	242
172	Elon	CAA	11-6	-0.28	105.5	133	105.8	216	68.0	248	+.176	4	+1.49	129	104.2	163	102.7	108	+1.83	122
173	UNC Asheville	BSth	8-8	-0.41	103.5	177	103.9	176	72.4	57	+.047	85	+4.26	52	107.0	32	102.8	113	+5.98	36
174	Memphis	Amer	10-6	-0.52	103.4	182	103.9	177	66.8	301	+.155	9	-0.58	208	103.4	203	104.0	195	-3.90	294
175	Canisius	MAAC	9-8	-0.55	104.0	163	104.5	192	68.1	242	-.042	277	-2.60	269	102.6	256	105.2	270	-2.39	255
176	Eastern Washington	BSky	8-9	-0.71	104.6	152	105.3	204	69.5	180	-.072	313	+2.90	86	105.1	103	102.2	66	+5.69	38
177	Western Michigan	MAC	10-5	-0.75	105.4	135	106.1	221	68.3	236	+.082	42	-2.68	273	101.3	313	104.0	191	-1.83	238
178	Troy	SB	7-10	-0.81	106.6	115	107.5	247	69.2	200	-.162	349	+0.52	164	103.3	217	102.7	111	-0.54	191
179	Winthrop	BSth	7-7	-0.82	105.6	132	106.4	228	74.2	24	-.088	323	+2.20	104	104.9	119	102.7	105	+3.81	68
180	Pittsburgh	ACC	8-8	-0.85	101.8	210	102.6	144	66.9	298	+.062	63	+1.77	119	104.3	155	102.5	90	-2.44	259
181	Saint Peter's	MAAC	8-7	-0.94	100.5	230	101.4	119	64.6	341	+.001	180	-2.87	279	102.4	268	105.2	276	-3.04	272
182	Saint Louis	A10	8-8	-1.06	96.9	294	98.0	64	66.1	321	+.012	157	+1.07	142	106.7	42	105.6	292	+0.39	162
183	Eastern Michigan	MAC	9-6	-1.31	102.4	197	103.7	169	67.0	293	-.029	254	-1.61	240	104.7	130	106.3	315	-1.59	231
184	Yale	Ivy	7-9	-1.39	105.7	130	107.0	237	70.3	138	-.024	242	+2.39	97	106.4	56	104.0	190	+2.39	108
185	Harvard	Ivy	6-9	-1.39	96.5	300	97.9	60	68.2	241	+.022	128	+2.90	85	105.8	73	102.9	124	+4.36	56
186	Coastal Carolina	SB	7-10	-1.40	103.9	165	105.3	205	69.4	190	-.155	348	+1.10	141	105.2	95	104.1	200	+1.33	134
187	Army	Pat	8-6	-1.65	102.4	196	104.1	182	72.9	48	-.024	243	-4.71	321	103.3	212	108.0	348	-4.62	305
188	George Washington	A10	8-8	-1.73	101.6	211	103.3	162	64.1	347	+.108	18	+2.36	100	104.9	116	102.6	94	+1.52	128
189	UTSA	CUSA	9-8	-1.79	106.5	121	108.2	265	74.8	15	-.073	315	+0.17	175	104.0	175	103.8	176	+2.19	112
190	Oral Roberts	Sum	7-11	-1.86	105.2	139	107.1	238	67.0	289	+.012	155	+6.17	21	107.7	22	101.5	44	+10.01	8
191	UC Irvine	BW	6-12	-2.19	97.9	280	100.1	101	69.3	196	-.020	232	+7.91	7	109.4	4	101.5	42	+9.29	11
192	St. Francis PA	NEC	9-6	-2.55	108.3	90	110.9	307	70.1	149	+.068	53	-3.10	283	103.3	214	106.4	318	+3.42	79
193	California	P12	7-9	-2.57	102.5	195	105.1	201	72.0	67	+.066	54	+1.21	136	106.2	61	105.0	260	-1.42	219
194	Weber St.	BSky	9-6	-2.66	103.6	172	106.3	226	67.5	269	-.061	302	-5.43	327	101.8	297	107.2	338	-0.39	185
195	Cal St. Fullerton	BW	9-5	-2.86	102.3	199	105.2	202	71.7	78	+.160	8	+0.54	162	105.1	102	104.5	226	+2.70	99
196	Robert Morris	NEC	10-7	-2.89	97.4	287	100.3	105	70.9	112	+.071	50	-2.34	261	102.4	269	104.7	241	+1.44	130
197	Colorado St.	MWC	8-9	-3.02	100.9	221	103.9	179	69.8	164	+.101	26	+3.48	65	104.7	133	101.2	32	+2.72	98
